sale_id,customer_name,email,product,region,quantity,unit_price,sale_date
2196,Michelle Salas,vcordova@example.com,Printer,Abuja,7,3950,2025-08-24
2197,Jordan Lawrence,simmonsdebra@example.org,Mouse,Lagos,8,2964,2025-01-03
2198,Todd Austin,lindsay15@example.com,Tablet,Kano,9,2600,2024-09-28
2199,Angel Mcgrath,michaelamber@example.com,Keyboard,Ibadan,3,3893,2025-04-30
2200,Krista Scott,jburnett@example.com,Tablet,Lagos,3,3185,2025-08-19
2201,Martha Hill,nathan65@example.com,Router,Ibadan,9,4564,2025-10-02
2202,John Dodson,elizabeth74@example.com,Keyboard,Abuja,3,4179,2026-04-07
2203,Jennifer Simon,nruiz@example.com,Phone,Kano,7,3756,2026-03-24
2204,Shane Sanchez,kemptracy@example.com,Mouse,Port Harcourt,5,3982,2024-08-05
2205,Michael Carpenter,simmonsjohn@example.net,Laptop,Kano,2,2132,2026-05-30
2206,Kayla Smith,clarksusan@example.org,Printer,Port Harcourt,6,2673,2026-05-22
2207,Christopher Adams,travisluna@example.net,Mouse,Abuja,6,4734,2025-09-06
2208,Craig Scott,campbellpedro@example.org,Keyboard,Kano,6,2837,2025-10-06
2209,Jeffrey Alexander,braybrandy@example.org,Tablet,Kano,2,2398,2026-03-03
2210,Kelly Murphy,theresa52@example.com,Router,Kano,7,2477,2026-02-23
2211,Aaron Montgomery,paula34@example.com,Monitor,Lagos,5,4869,2024-10-11
2212,Edwin Buckley,tracy44@example.net,Mouse,Ibadan,3,722,2025-09-16
2213,Melissa Arnold,christopherharris@example.org,Printer,Port Harcourt,4,1243,2026-03-09
2214,Alexandra Wheeler,alexandrialester@example.org,Router,Ibadan,6,3566,2025-01-09
2215,Tony Wheeler,christinaadams@example.com,Monitor,Abuja,8,3565,2025-04-18
2216,April Willis,michaeltran@example.com,Router,Abuja,4,995,2025-04-14
2217,Alicia Mendez,omontoya@example.com,Phone,Kano,6,1768,2024-11-02
2218,David Morris,ramirezjonathan@example.net,Printer,Lagos,1,4801,2024-09-06
2219,Amanda Escobar DDS,nparker@example.org,Phone,Abuja,5,1707,2024-09-20
2220,Jay Knapp,zhartman@example.net,Laptop,Ibadan,3,1237,2026-02-09
2221,Chad Powell,nataliecox@example.com,Keyboard,Abuja,7,4728,2024-10-16
2222,Desiree Adkins,andresford@example.net,Laptop,Lagos,7,3623,2026-05-03
2223,Eric Smith Jr.,wallacerachel@example.net,Router,Ibadan,5,4028,2025-11-24
2224,Craig Smith,grahammichael@example.com,Laptop,Port Harcourt,1,1519,2025-04-23
2225,Jade Mckinney,madams@example.org,Phone,Kano,2,3956,2024-07-29
2226,Anthony Patel,evanstracy@example.com,Mouse,Ibadan,1,4654,2026-03-29
2227,Stephanie Holmes,justinanderson@example.net,Router,Ibadan,5,1900,2024-07-30
2228,Mark Cruz,andersonregina@example.net,Mouse,Ibadan,10,4553,2025-04-18
2229,Jeffrey Thomas,cameronbryan@example.net,Router,Lagos,7,2449,2026-06-25
2230,Rachel Watson,uparker@example.org,Mouse,Kano,10,2507,2026-03-12
2231,James Craig,sarah60@example.com,Mouse,Kano,9,915,2026-01-29
2232,Rick Sparks,josephoconnor@example.com,Laptop,Abuja,2,4824,2024-09-12
2233,Wanda Buchanan,hollybell@example.com,Tablet,Lagos,10,4592,2025-07-31
2234,James Stuart,michaelacox@example.org,Router,Port Harcourt,4,2508,2026-01-23
2235,Shawn May,zavalabrandy@example.com,Tablet,Ibadan,8,3927,2026-02-11
2236,Elizabeth Harris,samuel01@example.org,Phone,Kano,1,2499,2026-05-29
2237,Caleb Hammond,kathryn80@example.com,Keyboard,Kano,5,4827,2025-12-22
2238,Jesus Leblanc,tracienixon@example.org,Keyboard,Ibadan,2,4014,2025-04-01
2239,Mrs. Kelly Bradley,jgarza@example.org,Tablet,Abuja,6,3511,2024-09-29
2240,Sheri Sanchez,francisdavid@example.com,Monitor,Port Harcourt,6,1255,2024-09-08
2241,Steven Stewart,jared82@example.com,Tablet,Ibadan,1,4998,2024-12-28
2242,Dennis Davis,adam46@example.com,Phone,Kano,3,653,2026-01-20
2243,Samantha Mcmahon,olowe@example.org,Phone,Lagos,5,4008,2026-02-26
2244,David Anderson,michaellee@example.org,Laptop,Ibadan,6,3800,2026-03-27
2245,Erik Reyes,bgordon@example.net,Monitor,Lagos,4,3735,2026-04-29
2246,Cynthia Thomas,williamsjoanna@example.com,Laptop,Ibadan,2,2034,2025-12-08
2247,Joshua Esparza,davidschultz@example.net,Monitor,Port Harcourt,5,4973,2025-10-08
2248,Sarah Turner,jennifermyers@example.net,Printer,Lagos,1,3425,2025-06-07
2249,Kylie James,craig38@example.com,Phone,Abuja,6,161,2025-07-09
2250,Matthew Anthony,rrobinson@example.net,Router,Port Harcourt,8,2757,2024-08-20
2251,Donald Ross,gonzalezjessica@example.org,Laptop,Ibadan,3,3262,2025-07-03
2252,Jose Thomas,tim23@example.com,Monitor,Port Harcourt,9,946,2026-03-11
2253,Jason Brown,youngdavid@example.org,Mouse,Kano,5,2728,2025-09-22
2254,Jaclyn Berry,mccarthyjohn@example.com,Keyboard,Abuja,6,3095,2025-02-19
2255,Christopher Rodriguez,angela26@example.org,Keyboard,Kano,5,177,2024-08-22
2256,Raymond Gomez,michael97@example.com,Mouse,Abuja,1,1371,2025-12-24
2257,Kenneth Lopez,mossbriana@example.org,Printer,Kano,8,4524,2025-04-30
2258,Kevin Smith,joshuasmith@example.net,Router,Kano,1,3505,2026-02-13
2259,Lauren Gillespie,gomezbrian@example.org,Printer,Ibadan,9,1305,2025-12-11
2260,Dr. Carrie Hines,wfrye@example.org,Mouse,Kano,5,2936,2025-12-23
2261,Gina Andersen,heathersullivan@example.net,Monitor,Kano,10,3922,2026-02-22
2262,Angela Arnold,brian77@example.net,Keyboard,Lagos,9,3338,2024-12-08
2263,Melissa Mcclure,ewalker@example.org,Keyboard,Port Harcourt,8,4352,2025-08-25
2264,Melissa Parker,zkelly@example.com,Mouse,Lagos,8,4314,2025-03-24
2265,Ashlee Schaefer,pamelahahn@example.org,Router,Kano,3,4197,2026-06-12
2266,Donna Hall,garyjackson@example.com,Monitor,Kano,6,1295,2025-04-26
2267,Traci Moore,kyliemayer@example.net,Mouse,Ibadan,10,1516,2026-06-10
2268,Diana Carter,jacob39@example.org,Keyboard,Port Harcourt,6,535,2025-11-03
2269,Mark Johnson,edward31@example.net,Printer,Abuja,7,4049,2025-08-31
2270,Heather Park,oortiz@example.org,Router,Ibadan,8,2586,2025-02-25
2271,Jacqueline Mendez,griffinantonio@example.org,Laptop,Ibadan,4,2653,2026-01-19
2272,Mary Caldwell,hammondnicholas@example.com,Mouse,Port Harcourt,4,3942,2025-11-15
2273,Kimberly Gardner,thomaskristin@example.org,Phone,Ibadan,2,1453,2025-11-30
2274,Robert Escobar DDS,schroedersamantha@example.com,Laptop,Abuja,8,761,2026-05-19
2275,John Vega,davisjoy@example.net,Monitor,Kano,2,1386,2025-06-25
2276,Elizabeth Williams,harrissonya@example.net,Router,Ibadan,4,2405,2024-08-08
2277,Julia Cunningham,kathleen71@example.net,Printer,Kano,6,3264,2024-07-08
2278,Daniel Sullivan,gandrews@example.com,Keyboard,Lagos,10,721,2026-03-30
2279,Lori Henry,jeffreymoses@example.com,Phone,Port Harcourt,9,3124,2025-04-01
2280,Arthur Morgan,gonzaleztheresa@example.net,Printer,Kano,6,4553,2025-07-26
2281,Bruce Ray,larrymartin@example.net,Tablet,Kano,6,1473,2026-03-10
2282,Jason Dillon,spencerhaley@example.com,Tablet,Lagos,5,974,2024-12-09
2283,Sarah Weiss,justin20@example.com,Printer,Port Harcourt,9,674,2025-01-05
2284,Mark Rodriguez,smithjay@example.net,Monitor,Kano,8,2754,2025-04-21
2285,Sergio Gray,moraleslori@example.com,Phone,Port Harcourt,1,2918,2024-08-21
2286,Steven Mccormick,valerie17@example.net,Phone,Kano,3,866,2026-05-10
2287,Taylor Ramirez,lauren80@example.net,Tablet,Kano,7,3916,2025-08-29
2288,William Alexander,hollymorrison@example.org,Mouse,Abuja,4,2262,2026-01-13
2289,Michael Hoffman,gholmes@example.com,Mouse,Abuja,1,1982,2025-03-12
2290,Maria Silva,yvasquez@example.com,Monitor,Kano,9,3359,2024-10-07
2291,Andrew Crawford,zshepard@example.org,Keyboard,Port Harcourt,1,3692,2026-05-22
2292,Sarah Wallace,pamelabrown@example.net,Keyboard,Lagos,4,1847,2026-06-26
2293,Kyle Nielsen,kennedyjackie@example.org,Mouse,Kano,3,2302,2025-10-25
2294,Melissa Perkins,robertcosta@example.org,Printer,Port Harcourt,4,4716,2025-02-24
2295,Garrett Gibson,tiffany77@example.net,Tablet,Abuja,10,2090,2025-06-17
2296,Scott Hodges,kimsteven@example.net,Tablet,Port Harcourt,4,4408,2024-12-22
2297,Dillon Turner,alberthamilton@example.net,Keyboard,Abuja,9,288,2025-07-02
2298,Ryan Peters,clarkmax@example.net,Printer,Lagos,9,2378,2025-12-05
2299,Deborah Harris,wilsonmonique@example.net,Keyboard,Ibadan,5,2142,2025-11-16
2300,Michael Wood,jamie67@example.net,Tablet,Lagos,10,3872,2024-11-10
2301,Emily Ellison,richard60@example.net,Laptop,Abuja,6,4540,2026-04-21
2302,Cynthia Rodgers,ubaldwin@example.org,Laptop,Kano,10,999,2025-05-10
2303,Cynthia Roman,jenniferfreeman@example.org,Keyboard,Abuja,2,3817,2024-11-16
2304,Karen Gates,aaron54@example.org,Router,Kano,10,2497,2026-01-17
2305,Chelsea Mitchell,munozsierra@example.com,Phone,Port Harcourt,9,831,2025-10-21
2306,Karen Newman,gwiggins@example.com,Mouse,Kano,1,2313,2024-08-16
2307,Nicholas Walsh,adamssteven@example.com,Mouse,Port Harcourt,5,3927,2024-07-22
2308,Ryan Mendez,millermonica@example.net,Monitor,Kano,4,4092,2025-11-09
2309,Jeffrey Blair,rivasvanessa@example.net,Keyboard,Ibadan,2,4887,2025-08-26
2310,Zachary Hernandez,samanthamorrow@example.org,Printer,Kano,1,4502,2024-12-23
2311,Bridget Morrow,charleneparker@example.net,Router,Ibadan,8,3276,2025-03-27
2312,Jennifer Lee,martinjennifer@example.com,Router,Kano,2,1123,2024-10-30
2313,Michael Contreras,suarezmichael@example.org,Router,Kano,10,4834,2025-12-11
2314,Linda Olson,xhernandez@example.org,Monitor,Kano,10,881,2025-11-03
2315,Alicia Hale,xjacobson@example.com,Router,Lagos,3,3534,2026-03-31
2316,Michael Harding,hooverandrea@example.org,Router,Abuja,3,1706,2024-12-25
2317,Andrew Higgins,megansandoval@example.net,Tablet,Ibadan,7,4282,2025-10-01
2318,Haley May,maria95@example.org,Tablet,Kano,4,2671,2025-07-22
2319,Matthew Lee,grayjustin@example.net,Monitor,Ibadan,4,3613,2026-06-11
2320,Debbie Roberts,pstout@example.org,Router,Abuja,6,3417,2024-08-24
2321,Patrick Mata,ahowell@example.com,Keyboard,Lagos,6,1701,2024-10-21
2322,Scott Butler,smorris@example.org,Tablet,Abuja,9,4450,2024-08-06
2323,Phillip Villanueva,apriljackson@example.org,Printer,Port Harcourt,1,3645,2025-05-09
2324,Joseph Day,robinsoncarlos@example.net,Laptop,Abuja,3,3236,2026-04-13
2325,Isaiah Burke,katherine00@example.com,Monitor,Lagos,6,2732,2026-05-13
2326,Alexander Vega,frostsonya@example.net,Mouse,Kano,10,150,2025-10-15
2327,Anthony Mendez,aliciawhite@example.com,Printer,Abuja,6,3949,2025-01-17
2328,Brian Snyder,vanessasherman@example.com,Tablet,Ibadan,6,4414,2025-01-28
2329,Jessica Reynolds,cynthiabates@example.org,Phone,Abuja,2,2142,2026-02-28
2330,Mrs. Lisa Allen,marypreston@example.net,Phone,Lagos,6,4371,2024-12-31
2331,Matthew Montgomery,vwalton@example.org,Keyboard,Lagos,3,3800,2026-03-28
2332,Melissa Garcia,stonechris@example.com,Printer,Port Harcourt,7,2465,2025-03-14
2333,Joseph Wilson,hsimpson@example.net,Tablet,Port Harcourt,3,4615,2025-06-29
2334,Jessica Vang,hchan@example.org,Printer,Kano,7,2225,2025-09-06
2335,Michelle Finley,mccormickzachary@example.org,Router,Ibadan,2,651,2026-04-30
2336,Brittany Gallegos,nunezjoseph@example.org,Tablet,Abuja,4,3509,2025-05-05
2337,Micheal Cantrell,kristen53@example.net,Phone,Lagos,8,990,2026-01-16
2338,Donald Olsen,isabel22@example.net,Printer,Ibadan,1,983,2025-12-25
2339,Robert Barnes,jevans@example.net,Router,Ibadan,4,3952,2025-02-22
2340,Natasha Yang,grossbrent@example.org,Monitor,Port Harcourt,4,2910,2026-01-05
2341,Lindsey Christensen,ddixon@example.net,Laptop,Ibadan,5,361,2026-03-22
2342,Jonathan Harvey,crystalryan@example.org,Router,Lagos,9,3201,2026-04-29
2343,Barbara Henry,kellerthomas@example.net,Phone,Kano,8,4414,2025-09-25
2344,Alan Coleman,castillohaley@example.net,Mouse,Ibadan,1,1091,2024-08-22
2345,Barbara Hawkins,lisaconner@example.net,Monitor,Abuja,7,1653,2025-12-26
2346,Larry Davis,hartlawrence@example.com,Router,Abuja,7,3824,2026-01-02
2347,Thomas Christensen,cruzapril@example.com,Tablet,Kano,1,1557,2024-10-02
2348,Brian Long,robert74@example.com,Mouse,Lagos,7,2878,2025-10-18
2349,Roberta Chase,harold40@example.net,Phone,Port Harcourt,4,2955,2025-12-17
2350,Jeffrey Newton,madison63@example.org,Printer,Ibadan,8,2013,2025-01-17
2351,Lauren Wang,crawfordkathleen@example.net,Tablet,Ibadan,7,2471,2025-05-16
2352,Manuel Barber,fernandezamanda@example.com,Phone,Kano,7,513,2025-06-26
2353,Melissa Neal,jeffreywilliams@example.org,Mouse,Ibadan,4,3741,2025-10-29
2354,Emily Davis,wrightnatalie@example.com,Printer,Ibadan,3,2381,2026-01-26
2355,Douglas Roberts,marvincox@example.org,Monitor,Port Harcourt,1,4258,2024-12-13
2356,Raymond Gonzalez,garretterickson@example.org,Tablet,Port Harcourt,7,422,2024-08-21
2357,Chad Garcia,rmartinez@example.net,Printer,Abuja,2,1714,2025-09-18
2358,Matthew Quinn,robertsonjason@example.org,Laptop,Port Harcourt,2,3430,2024-07-21
2359,Brittany Brown,whart@example.com,Printer,Abuja,8,4948,2026-06-01
2360,Richard Conley,patrickblackburn@example.org,Keyboard,Ibadan,10,933,2024-10-19
2361,James Mendoza,kaitlynthomas@example.com,Keyboard,Kano,1,2635,2026-06-12
2362,Katelyn Hunter,josephnicholson@example.net,Monitor,Port Harcourt,7,3456,2025-11-10
2363,Victoria Waters,rochachristopher@example.org,Mouse,Abuja,10,3306,2024-11-09
2364,Heather Torres,philipray@example.net,Keyboard,Port Harcourt,2,1107,2024-08-15
2365,Caleb Holland,stephanie60@example.net,Phone,Lagos,5,3776,2026-03-23
2366,Kenneth Hodge,fvaughn@example.org,Keyboard,Abuja,2,620,2025-09-29
2367,Austin Perez,gailterrell@example.org,Keyboard,Lagos,8,4126,2025-09-10
2368,Jonathan Smith,iwalters@example.com,Laptop,Kano,6,1476,2025-11-19
2369,Robert Davis,franklinfrederick@example.org,Printer,Ibadan,1,487,2026-02-10
2370,Natalie Saunders,wendy26@example.org,Laptop,Port Harcourt,3,1056,2025-04-12
2371,Shelby Olson,melliott@example.com,Phone,Ibadan,9,2555,2026-04-05
2372,Alicia Hardin,wsilva@example.net,Mouse,Lagos,8,2844,2025-10-10
2373,Lindsey Lopez,jenniferellis@example.net,Tablet,Kano,6,3998,2025-01-09
2374,Jill Ray,vramirez@example.org,Mouse,Lagos,1,1301,2025-12-09
2375,Lisa Davis,mandy46@example.com,Monitor,Ibadan,3,529,2025-10-11
2376,Gina Brown,hamiltonjose@example.net,Monitor,Port Harcourt,8,3056,2025-08-05
2377,Marcus Le,keithpitts@example.com,Phone,Abuja,8,2173,2025-01-04
2378,Stephanie Bishop,victormedina@example.org,Phone,Abuja,7,1482,2024-12-27
2379,Dana Hernandez,mark42@example.com,Laptop,Lagos,5,2332,2025-06-09
2380,Stephanie Navarro,cherryelizabeth@example.org,Mouse,Abuja,2,4421,2024-07-11
2381,Ms. Rebekah Fisher,,Router,Kano,3,439,2024-09-20
2382,Alexis Stewart,dpowell@example.org,Printer,Port Harcourt,10,2308,2024-11-16
2383,Andrew Crawford,hollylewis@example.org,Monitor,Lagos,9,2771,2025-07-26
2384,Audrey Beck,dzimmerman@example.org,Laptop,Kano,6,4565,2026-03-25
2385,Shane Beck,hholt@example.com,Keyboard,Lagos,4,579,2026-05-01
2386,Diane Klein,keith80@example.org,Tablet,Kano,1,601,2025-03-20
2387,Daniel Guerra,alicialang@example.net,Router,Port Harcourt,5,3791,2025-01-02
2388,Shannon Owens,philipday@example.com,Laptop,Lagos,6,875,2025-08-23
2389,Jonathan Allen,stephaniefox@example.org,Keyboard,Port Harcourt,10,1129,2024-12-09
2390,James Jones,khartman@example.org,Phone,Ibadan,4,1971,2024-11-07
2391,Crystal Bennett,brandonmccarthy@example.com,Router,Lagos,4,1939,2026-01-04
2392,Laura Wiggins,andrea22@example.com,Keyboard,Kano,5,1881,2025-12-13
2393,Andres Wilson,markliu@example.net,Phone,Abuja,5,2067,2024-08-18
2394,Allen Thompson,wangpaul@example.com,Printer,Port Harcourt,3,3316,2026-02-13
2395,Angelica Henderson,bauernicole@example.net,Tablet,Kano,2,4068,2024-12-27
2396,Joy Burke,etorres@example.net,Laptop,Kano,6,2255,2025-10-18
2397,Matthew Williams,justinking@example.org,Tablet,Kano,4,2300,2026-06-24
2398,Amy Allison,miguelnewman@example.org,Monitor,Kano,4,1980,2024-07-04
2399,David Porter,dunnshawn@example.org,Keyboard,Abuja,6,2158,2024-10-11
2400,Michael Robertson,deniselopez@example.net,Mouse,Abuja,5,4881,2026-04-04
2401,Bradley Mendoza,marydavidson@example.com,Phone,Kano,6,861,2024-12-18
2402,Shannon Martin,kmoreno@example.net,Phone,Lagos,2,1930,2025-01-29
2403,Shelly Reed DDS,,Phone,Ibadan,5,3341,2026-05-08
2404,April Daniels,reevesalexa@example.com,Router,Lagos,5,1148,2026-04-06
2405,David Flores,jacksonlisa@example.net,Laptop,Abuja,10,3961,2025-04-09
2406,Alisha Kane,dlopez@example.org,Phone,Lagos,9,1630,2024-10-11
2407,Sherry Torres,amy97@example.com,Laptop,Port Harcourt,8,1360,2025-05-14
2408,Dylan Evans,gregory13@example.net,Monitor,Port Harcourt,10,3954,2024-08-16
2409,Adam Jenkins,reneeharvey@example.org,Laptop,Kano,4,127,2025-10-20
2410,Joseph Schneider,adamevans@example.com,Laptop,Port Harcourt,4,892,2025-01-24
2411,Brittany Castillo,kimberlyfrye@example.org,Router,Lagos,10,791,2025-10-18
2412,Brittany Villanueva,melissawang@example.org,Tablet,Kano,3,4152,2026-05-11
2413,Robert Sherman,orasmussen@example.com,Laptop,Port Harcourt,3,3056,2024-09-16
2414,Mrs. Michelle Nguyen DDS,abbottcatherine@example.com,Mouse,Ibadan,8,1021,2026-04-09
2415,Suzanne Olsen,russelltimothy@example.net,Monitor,Abuja,3,1624,2025-06-02
2416,Julie Fernandez,osawyer@example.org,Keyboard,Kano,6,3957,2026-05-17
2417,James Cannon,devinmathis@example.org,Tablet,Kano,8,1707,2025-07-24
2418,Brian Mcintyre,chungcourtney@example.net,Phone,Ibadan,1,3777,2024-08-21
2419,Jared Riley,qarnold@example.com,Tablet,Port Harcourt,5,3406,2025-01-11
2420,Jennifer Reeves,ymcneil@example.net,Keyboard,Kano,6,1067,2025-05-04
2421,Marc Thomas,emccall@example.org,Phone,Port Harcourt,8,1700,2026-02-02
2422,Jack Jones,emily51@example.net,Monitor,Kano,4,1840,2025-09-27
2423,Angela Gardner,andreaoneill@example.net,Router,Lagos,8,1543,2026-03-20
2424,Michael Sullivan,donwilliams@example.net,Phone,Ibadan,6,3586,2024-11-07
2425,Matthew Henderson,pclayton@example.com,Monitor,Ibadan,1,605,2026-02-04
2426,Nathaniel Farmer,owood@example.org,Router,Abuja,9,4075,2024-11-20
2427,Yvonne Williams,jackmyers@example.org,Tablet,Port Harcourt,6,4281,2025-09-25
2428,Stephen Simmons,mrivas@example.org,Mouse,Abuja,4,330,2025-10-21
2429,Jordan Clements,michaelpetersen@example.com,Monitor,Port Harcourt,3,1801,2025-11-18
2430,Rose Reed,regina60@example.net,Keyboard,Abuja,9,1121,2024-07-22
2431,Vernon Lopez,eric57@example.net,Monitor,Port Harcourt,10,2967,2024-07-16
2432,Lisa Burke,piercebrian@example.net,Printer,Lagos,9,3394,2026-02-19
2433,Connie Ramos,julie59@example.org,Mouse,Lagos,9,1971,2024-10-05
2434,Traci Poole,meghanescobar@example.org,Printer,Port Harcourt,1,4298,2025-02-15
2435,Amanda Avery,johnbrown@example.net,Laptop,Port Harcourt,6,4702,2026-03-14
2436,Daniel Palmer,crystalspence@example.com,Keyboard,Port Harcourt,10,3901,2025-02-25
2437,Carlos Moon,wcampbell@example.net,Monitor,Kano,5,4147,2024-06-29
2438,Devin Roberts,williamsann@example.com,Printer,Ibadan,10,2032,2026-04-01
2439,Alyssa Caldwell,,Phone,Ibadan,1,1776,2024-10-07
2440,Matthew Moore,inguyen@example.net,Mouse,Ibadan,9,123,2025-10-23
2441,Anne Curtis,hornejennifer@example.com,Printer,Ibadan,6,4079,2025-12-28
2442,Jason Wilson,dfrench@example.org,Phone,Ibadan,4,2036,2024-10-05
2443,Raymond Mckinney,ibarrajohn@example.net,Phone,Lagos,2,4277,2025-07-05
2444,Samuel Perez,evansmatthew@example.com,Phone,Abuja,8,1401,2026-06-15
2445,Tyler Yoder,dunncameron@example.com,Phone,Lagos,5,4228,2024-08-13
2446,Shawn Irwin,jimenezalexander@example.com,Keyboard,Ibadan,1,4017,2026-06-24
2447,Alexander Patterson,davidperez@example.net,Router,Kano,4,1958,2024-07-09
2448,David Roy,haynesalejandro@example.org,Router,Ibadan,3,3799,2024-07-27
2449,Joseph Cochran,diana83@example.com,Laptop,Kano,2,4359,2024-09-12
2450,Elizabeth Jarvis,robertlutz@example.org,Router,Abuja,4,165,2026-05-20
2451,Sherry Miller,joshuachristensen@example.net,Monitor,Ibadan,1,3769,2024-12-09
2452,Jack Hurley,samantha40@example.org,Laptop,Port Harcourt,4,2368,2024-09-22
2453,Elizabeth Beck,hcollins@example.net,Router,Port Harcourt,7,585,2025-12-18
2454,Dawn Owens,carlaharris@example.org,Laptop,Ibadan,6,1083,2025-12-03
2455,Shane Jones,aaron18@example.com,Phone,Lagos,7,4577,2025-06-17
2456,Jaclyn Hughes,clarkheather@example.org,Router,Ibadan,1,1766,2025-10-14
2457,Jerry Russell,rogerscharles@example.org,Mouse,Abuja,8,3187,2025-05-06
2458,Kristin Little,cbarnes@example.net,Router,Ibadan,5,371,2024-12-23
2459,Brian Keller,dhodge@example.com,Monitor,Lagos,2,1963,2024-10-01
2460,Cynthia Rojas,baileyalicia@example.org,Keyboard,Kano,3,1881,2025-08-11
2461,Lisa Smith,sullivanelizabeth@example.com,Laptop,Abuja,2,998,2024-08-10
2462,Victor Dudley,jackie04@example.net,Tablet,Kano,4,1175,2026-05-09
2463,Kathy Heath,awells@example.net,Monitor,Abuja,8,2526,2024-08-01
2464,Mr. Michael Marks,kmunoz@example.org,Laptop,Abuja,2,2922,2024-07-12
2465,Kelly Smith,hannahreeves@example.net,Tablet,Abuja,3,2124,2025-05-09
2466,Michael Huber,youngkirk@example.net,Monitor,Abuja,3,3762,2025-05-07
2467,Debra King,mrios@example.com,Mouse,Lagos,1,611,2026-01-27
2468,David Jacobs,tsullivan@example.com,Tablet,Port Harcourt,3,2207,2024-10-12
2469,James Parker,irice@example.net,Keyboard,Lagos,7,2669,2025-11-26
2470,Kendra Huynh,jessica31@example.org,Monitor,Lagos,4,1300,2026-05-30
2471,Alex Mosley,sarah86@example.org,Laptop,Kano,2,1882,2025-02-26
2472,Samuel Brady,kvalentine@example.org,Monitor,Ibadan,4,147,2025-01-11
2473,Shawn Dixon,jimenezjason@example.org,Printer,Lagos,4,4056,2025-09-06
2474,Christopher Terry,mike32@example.com,Printer,Lagos,10,4947,2026-03-21
2475,David Horton,gchristensen@example.com,Keyboard,Kano,7,448,2026-01-12
2476,Marcus Forbes,jesse83@example.net,Router,Kano,6,3867,2025-03-30
2477,Alison Thomas,kingjason@example.com,Tablet,Port Harcourt,10,3287,2026-06-21
2478,Jeffrey Oconnell,bennettmichael@example.net,Keyboard,Abuja,7,213,2025-03-16
2479,Karen Ward,nicholas63@example.org,Router,Abuja,7,2747,2025-07-09
2480,Christopher Brown,fwilson@example.org,Phone,Port Harcourt,9,4653,2025-06-08
2481,Kenneth Munoz,hbrooks@example.com,Monitor,Lagos,9,2767,2024-10-10
2482,Janice Murray,elizabeth14@example.org,Mouse,Port Harcourt,9,2937,2026-03-11
2483,Kathleen Allen,brownkimberly@example.com,Tablet,Lagos,8,2051,2025-07-01
2484,Mr. John Shelton,bfrench@example.com,Keyboard,Abuja,3,4264,2025-03-06
2485,Vanessa Young,obennett@example.com,Phone,Kano,8,3517,2026-01-12
2486,Laura Miller,kyle53@example.net,Monitor,Abuja,5,414,2025-11-16
2487,Tracy Juarez,wrighttommy@example.net,Printer,Kano,2,2610,2024-07-21
2488,Lori Phillips,jacobbarry@example.net,Laptop,Port Harcourt,8,2223,2026-01-15
2489,Kim Jimenez,hernandezashley@example.com,Tablet,Lagos,4,3527,2025-01-29
2490,Anthony Freeman,samanthaharrison@example.net,Monitor,Lagos,3,3716,2025-09-07
2491,David Paul,,Tablet,Lagos,10,2206,2025-03-19
2492,Angela Oconnor,wwatson@example.com,Monitor,Lagos,9,3485,2024-07-20
2493,Amanda Johnson,matthewbarber@example.net,Monitor,Lagos,4,3856,2024-10-09
2494,Mark Esparza,psmith@example.com,Laptop,Kano,3,2127,2024-12-05
2495,Michael Harris,shane24@example.com,Laptop,Abuja,5,4713,2024-12-26
2496,Cole Alvarez,ldoyle@example.net,Printer,Lagos,9,1054,2025-08-12
2497,Michael Mata,amy53@example.org,Phone,Abuja,6,3946,2025-09-13
2498,Jose Wood,melissa10@example.net,Phone,Kano,6,1549,2026-02-08
2499,Kristen Cooke,brandon14@example.net,Printer,Lagos,2,3001,2026-04-22
2500,Ryan Chavez,gutierrezmark@example.com,Monitor,Ibadan,4,1246,2026-03-02
2501,Melissa Figueroa,gonzalezmatthew@example.org,Tablet,Ibadan,5,1002,2026-06-05
2502,Paul Munoz,perkinsstephanie@example.net,Mouse,Abuja,7,4834,2025-03-10
2503,Kevin Perry,smitchell@example.net,Monitor,Ibadan,7,3644,2025-04-07
2504,Angela Welch,sarahhill@example.net,Router,Port Harcourt,6,3103,2024-11-24
2505,Mindy Finley,fsmith@example.net,Monitor,Lagos,7,832,2026-01-22
2506,Barbara Gomez,dmoore@example.com,Tablet,Ibadan,10,1660,2026-05-30
2507,Kimberly Torres,cannonryan@example.net,Monitor,Abuja,8,779,2026-04-14
2508,Crystal Mitchell,nicolejones@example.com,Laptop,Abuja,4,4521,2025-03-31
2509,Brett Morgan,timothyroberts@example.org,Phone,Ibadan,10,2399,2024-09-07
2510,James Bradford,diana74@example.net,Tablet,Lagos,9,866,2026-02-18
2511,Samuel Martinez,markpratt@example.net,Monitor,Ibadan,2,1518,2025-06-25
2512,Sandra Carr,,Mouse,Lagos,7,4475,2025-05-04
2513,Nicholas Taylor,vmitchell@example.org,Laptop,Abuja,4,317,2026-04-25
2514,Daniel Solis,jtucker@example.org,Monitor,Port Harcourt,9,3946,2025-04-01
2515,Richard Johnson,christinejones@example.org,Keyboard,Kano,2,1045,2024-07-29
2516,Danny Sanchez,alanguzman@example.org,Tablet,Ibadan,10,855,2025-11-28
2517,Monica Gallegos,edwardsbradley@example.org,Phone,Kano,10,2420,2025-09-17
2518,Isabella Espinoza,tracey12@example.org,Printer,Ibadan,8,4670,2026-05-20
